,ProgramAdministrator,ProgramName,FuelType,Sector,"NetFuelSavingAcquired,MWh",Success
306,The Brooklyn Union Gas Company d/b/a National Grid NY,Residential Energy Star Products Program,Gas,Residential,466.31246910000004,0
307,The Brooklyn Union Gas Company d/b/a National Grid NY,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,22512.028445699998,0
308,The Brooklyn Union Gas Company d/b/a National Grid NY,Residential HVAC Program,Gas,Residential,31544.715470099996,0
310,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,74836.28,1
311,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Electric,Residential,74836.0,1
312,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,28442.666233199998,1
313,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,28442.73657,1
314,Central Hudson Gas & Electric Corporation,Home Energy Reporting,Gas,Residential,97050.76,1
315,Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,35711.02,0
316,Central Hudson Gas & Electric Corporation,Mid-Size Commercial Business Program,Electric,Commercial,35711.0,0
317,Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,19562.37,1
318,Central Hudson Gas & Electric Corporation,Residential Appliance Recycling Program,Electric,Residential,19562.0,1
319,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,126.0,1
320,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,125.68,1
321,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,8083.9,1
322,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Electric,Residential,8084.0,1
323,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,17984.8940961,1
324,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,17984.826689999998,1
325,Central Hudson Gas & Electric Corporation,Residential HVAC Program,Gas,Residential,61367.23,1
326,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.28,0
327,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Electric,Commercial,16.0,0
328,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,3438.29724,0
329,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,3438.3734382000002,0
330,Central Hudson Gas & Electric Corporation,Small and Mid-Size Commercial Buildings,Gas,Commercial,11732.26,0
331,Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,90577.44,0
332,Central Hudson Gas & Electric Corporation,Small Business Direct Install Program,Electric,Commercial,90577.0,0
333,"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.2,0
334,"Consolidated Edison Company of New York, Inc.",Appliance Bounty Program,Electric,Residential,17402.0,0
338,"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,241090.0,1
339,"Consolidated Edison Company of New York, Inc.",C&I Custom Efficiency Program,Electric,Commercial,241090.03,1
340,"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,55170.1549449,1
341,"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,188249.07,1
342,"Consolidated Edison Company of New York, Inc.",C&I Custom Gas Efficiency Program,Gas,Commercial,55170.13443,1
346,"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,231290.66,1
347,"Consolidated Edison Company of New York, Inc.",C&I Equipment Rebate Program,Electric,Commercial,231291.0,1
348,"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,101233.42047210001,1
349,"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,345424.03,1
350,"Consolidated Edison Company of New York, Inc.",C&I Gas Efficient Equipment Rebate Program,Gas,Commercial,101233.41168,1
354,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,64221.0,1
355,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Electric,Multi-Family,64221.18,1
356,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,205207.7136438,1
357,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,700200.34,1
358,"Consolidated Edison Company of New York, Inc.",Multifamily Energy Efficiency Program,Gas,Multi-Family,205207.614,1
359,"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,36510.1125591,1
360,"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,36510.074459999996,1
361,"Consolidated Edison Company of New York, Inc.",Multifamily Low-Income Program,Gas,Multi-Family,124578.13,1
362,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.3713418,0
363,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,21.74,0
364,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Gas,Residential,6.44754,0
365,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.1,0
366,"Consolidated Edison Company of New York, Inc.",Residential Direct Installation Program,Electric,Residential,2663.0,0
367,"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,39450.54,0
368,"Consolidated Edison Company of New York, Inc.",Residential Electric Program,Electric,Residential,39451.0,0
369,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,669.39,0
370,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,669.0,0
371,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6443.58,0
372,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Electric,Residential,6444.0,0
373,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,56248.04589,0
374,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,56248.016583,0
375,"Consolidated Edison Company of New York, Inc.",Residential HVAC Program,Gas,Residential,191926.9,0
376,"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.46,0
377,"Consolidated Edison Company of New York, Inc.",Residential Room Air Conditioning Program,Electric,Residential,3213.0,0
381,"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,506043.82,1
382,"Consolidated Edison Company of New York, Inc.",Small Business Direct Install Program,Electric,Commercial,506044.0,1
383,Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,7387.298261999999,0
384,Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,25206.6,0
385,Corning Natural Gas Corporation,Residential HVAC Program,Gas,Residential,7387.41549,0
386,Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,1398.3,0
387,Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,409.799781,0
388,Corning Natural Gas Corporation,Small Commercial HVAC Program,Gas,Commercial,409.71186,0
389,KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.436628900003,0
390,KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,25570.3575,0
391,KeySpan Gas East Corp. d/b/a National Grid,Commercial Energy Efficiency Program,Gas,Commercial,87250.27,0
392,KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,100563.48003630001,1
393,KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,100563.45366,1
394,KeySpan Gas East Corp. d/b/a National Grid,Commercial & Industrial Gas Energy Efficiency Program,Gas,Commercial,343138.09,1
395,KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.188167,1
396,KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,1025.15886,1
397,KeySpan Gas East Corp. d/b/a National Grid,Enhanced Home Sealing Incentives Program,Gas,Residential,3498.1,1
398,KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.851165,0
399,KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,19960.9977,0
400,KeySpan Gas East Corp. d/b/a National Grid,Large Industrial Energy Efficiency Program,Gas,Commercial,68109.5,0
401,KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,5136.9778512,1
402,KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,17528.16,1
403,KeySpan Gas East Corp. d/b/a National Grid,Multifamily Energy Efficiency Program,Gas,Multi-Family,5136.93096,1
404,KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,2386.38,1
405,KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.3763866,1
406,KeySpan Gas East Corp. d/b/a National Grid,Residential Energy Star Products Program,Gas,Residential,699.26502,1
407,KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,52427.58537,1
408,KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,52427.6703603,1
409,KeySpan Gas East Corp. d/b/a National Grid,"Residential High Efficiency Heating, Water Heating & Controls Program",Gas,Residential,178891.29,1
410,KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.565169,1
411,KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,61804.65309,1
412,KeySpan Gas East Corp. d/b/a National Grid,Residential HVAC Program,Gas,Residential,210886.7,1
413,National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,42188.135729400004,1
414,National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,143952.42,1
415,National Fuel Gas Distribution Corporation,Low-Income Usage Reduction Program (EmPower),Gas,Residential,42188.01264,1
416,National Fuel Gas Distribution Corporation,Residential Rebate Program,Electric,Residential,6924.0,1
417,National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,302197.95822,1
418,National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,1031146.34,1
419,National Fuel Gas Distribution Corporation,Residential Rebate Program,Gas,Residential,302198.0578638,1
420,National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,120024.95,1
421,National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,35175.7120965,1
422,National Fuel Gas Distribution Corporation,Small Non-Residential Rebate (Existing Facilities),Gas,Commercial,35175.72675,1
423,New York State Electric & Gas Corporation,Advanced Sub-Metering Program,Electric,Multi-Family,2413.83,1
424,New York State Electric & Gas Corporation,Agricultural Disaster Program,Electric,Commercial,1550.95,0
425,New York State Electric & Gas Corporation,Agricultural Energy Efficiency,Electric,Commercial,25679.61,0
